Name,Prefix,Slot,Complexity,Perk 1,Perk 2,Skill,Rarity,Materials,Cost,Effects,Weight,Mod Applies to list
Prism Shielding,,,4,Science! 2,,Science,Uncommon,Common x 5 Uncommon x 3,10,"Energy DR +3, any location",2,
Explosive Shielding,,,3,Science! 1,,Science,Uncommon,Common x 4 Uncommon x 2,10,"all DR +2 vs Blast weapons, any location",1,
EMP Shielding (X-01 only),,,3,Armorer 1,,Repair,Uncommon,Common x 4 Uncommon x 2,20,"Energy DR +2, any location",1,
Clothing and Outfits,,,,,,,,,,,,
Clothing,,,,,,,,,,"(includes Arms, Legs, and Torso)",,
Brotherhood of Steel Uniform,,,,,,,2,,20,"Phys DR 1, Energy DR 1, Rad DR 1, Plugs into Power Armor to facilitate interface",2,
Casual Clothing,,,,,,,1,,20,"Re-roll 1d20 on 1 STR or AGI test per scene, Ballistic Weave capable ",2,
Harness,,,,,,,0,,5,,1,
Military Fatigues,,,,,,,1,,12,"Energy DR 1, Re-roll 1d20 on 1 STR or AGI test per scene, Ballistic Weave capable ",3,
Road Leathers,,,,,,,1,,5,"Phys DR 1, Energy DR 1",1,
Tough Clothing,,,,,,,1,,20,"Phys DR 1, Energy DR 1",3,
Vault Jumpsuit,,,,,,,2,,20,"Energy DR 1, Rad DR 2",1,
Vault Suit Lining,,,,,,,,,,Can only be applied to Vault Jumpsuit,,
Insulated Lining,,,2,,,Repair,Common,Common x 3,10,plus 1 Energy DR,,
Treated Lining,,,3,Armorer 2,,Repair,Uncommon,Common x 4 Uncommon x 2,20,"plus 1 Energy DR, 1 Radiation DR",1,
Resistant Lining,,,4,Armorer 3,,Repair,Uncommon,Common x 5 Uncommon x 3,30,"plus 2 Energy DR, 1 Radiation DR",1,
Protective Lining,,,5,Armorer 4,Science! 2,Repair,Uncommon,Common x 6 Uncommon x 4 Rare x 2,40,"plus 2 Energy DR, 2 Radiation DR",1,
Shielded Lining,,,6,Armorer 4,Science! 4,Repair,Uncommon,Common x 7 Uncommon x 5 Rare x 3,50,"plus 3 Energy DR, 3 Radiation DR",1,
Outfit ,,,,,,,,,,"(includes Arms, Legs, and Torso)",,
Brotherhood of Steel Fatigues,,,,,,,3,,20,"Phys DR 2, Energy DR 2, Rad DR 2",4,
Brotherhood Scribe's Armor,,,,,,,2,,20,"Phys DR 1, Energy DR 2, Rad DR 2",4,
Cage Armor,,,,,,,3,,110,"Phys DR 3, Energy DR 4 (Applies to Head as well)",33,
Drifter Outfit,,,,,,,1,,35,"Phys DR 1, Energy DR 2, Rad DR 2",10,
Engineer's Armor,,,,,,,1,,15,"Phys DR 1, Energy DR 1",2,
Formal Clothing,,,,,,,2,,30,"Re-roll 1d20 on 1 CHA test per scene, Ballistic Weave capable ",2,
Hazmat Suit,,,,,,,3,,85,Rad Immune (Applies to Head as well),5,
Heavy Coat,,,,,,,1,,20,"Phys DR 1, Energy DR 1, Rad DR 1, Re-roll 1d20 on 1 END test per scene, Ballistic Weave capable ",2,
Hides,,,,,,,0,,13,Phys DR 1,4,
Lab Coat,,,,,,,1,,10,"Re-roll 1d20 on 1 INT test per scene, Ballistic Weave capable ",2,
Spike Armor,,,,,,,2,,65,"Phys DR 2, Energy DR 2 (Applies to Head as well)",17,
Utility Coveralls,,,,,,,1,,12,"Phys DR 2, Increase max carry weight by 5",2,
Headgear,,,,,,,,,,,,
Army Helmet,,,,,,,1,,20,Phys DR 2,3,
Brotherhood of Steel Hood,,,,,,,2,,12,"Energy DR 1, Plugs into Power Armor to facilitate interface and radio",<1,
Brotherhood Scribe's Hat,,,,,,,2,,8,Energy DR 2,<1,
Casual Hat,,,,,,,1,,15,Ignore difficulty increases due to extremely bright light,<1,
Formal Hat,,,,,,,2,,15,"Re-roll 1d20 on 1 CHA test per scene, Ballistic Weave capable ",<1,
Gas Mask,,,,,,,2,,10,"Phys DR 1, Rad DR 3, Poison DR 3 (gas only) Immune to gas or dust, +1 Speech difficulty",3,
Hard Hat,,,,,,,1,,15,Phys DR 2,<1,
Hood or Cowl,,,,,,,1,,5,"Phys DR 1, Rad DR 1",2,
Sack Hood,,,,,,,0,,5,Rad DR 2,1,
Welder's Visor,,,,,,,2,,20,"Phys DR 2, Energy DR 2",4,
Ballistic Weave,,,,,,,,,,Can only be applied to clothing that is Ballistic Weave Capable,,
Ballistic Weave,,,3,,,Repair,Rare,Common x 4 Uncommon x 2,20,"plus 2 Physical DR, 2 Energy DR",,
Ballistic Weave Mk II,,,3,Armorer 1,,Repair,Rare,Common x 4 Uncommon x 2,30,"plus 3 Physical DR, 3 Energy DR",,
Ballistic Weave Mk III,,,3,Armorer 2,,Repair,Rare,Common x 4 Uncommon x 2,40,"plus 4 Physical DR, 4 Energy DR",,
Ballistic Weave Mk IV,,,3,Armorer 3,,Repair,Rare,Common x 4 Uncommon x 2,50,"plus 5 Physical DR, 5 Energy DR",,
Ballistic Weave Mk V,,,3,Armorer 4,,Repair,Rare,Common x 4 Uncommon x 2,60,"plus 6 Physical DR, 6 Energy DR",,
Armor,,,,,,,,,,,,
Raider Armor,,,,,,,,,,,,
Raider Chest Piece,,,,,,,0,,18,"Phys DR 1, Energy DR 1",7,
Raider Leg,,,,,,,0,,8,"Phys DR 1, Energy DR 1",3,
Raider Arm,,,,,,,0,,6,"Phys DR 1, Energy DR 1",3,
Sturdy Raider Chest Piece,,,,,,,1,,33,"Phys DR 2, Energy DR 2",12,
Sturdy Raider Leg,,,,,,,1,,13,"Phys DR 2, Energy DR 2",7,
Sturdy Raider Arm,,,,,,,1,,8,"Phys DR 2, Energy DR 2",7,
Heavy Raider Chest Piece,,,,,,,2,,48,"Phys DR 3, Energy DR 3",17,
Heavy Raider Leg,,,,,,,2,,18,"Phys DR 3, Energy DR 3",10,
Heavy Raider Arm,,,,,,,2,,15,"Phys DR 3, Energy DR 3",10,
Raider Armor Material,,,,,,,,,,,,
Welded,,,2,,,Repair,Common,Common x 3,3,"plus 1 Physical DR, 1 Energy DR",1,
Tempered,,,3,,,Repair,Common,Common x 4 Uncommon x 2,6,"plus 2 Physical DR, 2 Energy DR",1,
Hardened,,,4,Armorer 1,,Repair,Uncommon,Common x 5 Uncommon x 3,9,"plus 3 Physical DR, 3 Energy DR",2,
Buttressed,,,5,Armorer 1,,Repair,Uncommon,Common x 6 Uncommon x 4 Rare x 2,12,"plus 4 Physical DR, 4 Energy DR",3,
Leather Armor,,,,,,,,,,,,
Leather Chest Piece,,,,,,,1,,25,"Phys DR 1, Energy DR 2",5,
Leather leg,,,,,,,1,,10,"Phys DR 1, Energy DR 2",2,
Leather Arm,,,,,,,1,,8,"Phys DR 1, Energy DR 2",2,
Sturdy Leather Chest Piece,,,,,,,2,,50,"Phys DR 2, Energy DR 3",10,
Sturdy Leather Leg,,,,,,,2,,20,"Phys DR 2, Energy DR 3",5,
Sturdy Leather Arm,,,,,,,2,,18,"Phys DR 2, Energy DR 3",5,
Heavy Leather Chest Piece,,,,,,,3,,75,"Phys DR 3, Energy DR 4",15,
Heavy Leather Leg,,,,,,,3,,30,"Phys DR 3, Energy DR 4",7,
Heavy Leather Arm,,,,,,,3,,28,"Phys DR 3, Energy DR 4",7,
Leather Armor Material,,,,,,,,,,,,
Boiled Leather,,,2,,,Repair,Common,Common x 3,5,"plus 1 Physical DR, 1 Energy DR",1,
Girded Leather,,,3,,,Repair,Common,Common x 4 Uncommon x 2,10,"plus 2 Physical DR, 2 Energy DR",1,
Treated Leather,,,4,Armorer 1,,Repair,Uncommon,Common x 5 Uncommon x 3,15,"plus 3 Physical DR, 3 Energy DR",1,
Shadowed Leather,,,5,Armorer 1,,Repair,Uncommon,Common x 6 Uncommon x 4 Rare x 2,20,"plus 3 Physical DR, 3 Energy DR, Shadowed",1,
Boiled Leather,,,6,Armorer 1,,Repair,Uncommon,Common x 7 Uncommon x 5 Rare x 3,25,"plus 4 Physical DR, 4 Energy DR",2,
Metal Armor,,,,,,,,,,,,
Metal Helmet,,,,,,,1,,15,"Phys DR 2, Energy DR 1",3,
Metal Chest Piece,,,,,,,1,,40,"Phys DR 2, Energy DR 1",6,
Metal Leg,,,,,,,1,,15,"Phys DR 2, Energy DR 1",3,
Metal Arm,,,,,,,1,,15,"Phys DR 2, Energy DR 1",3,
Sturdy Metal Helmet,,,,,,,2,,65,"Phys DR 3, Energy DR 2",8,
Sturdy Metal Chest Piece,,,,,,,2,,115,"Phys DR 3, Energy DR 2",16,
Sturdy Metal Leg,,,,,,,2,,65,"Phys DR 3, Energy DR 2",8,
Sturdy Metal Arm,,,,,,,2,,65,"Phys DR 3, Energy DR 2",8,
Heavy Metal Helmet,,,,,,,3,,115,"Phys DR 4, Energy DR 3",12,
Heavy Metal Chest Piece,,,,,,,3,,190,"Phys DR 4, Energy DR 3",23,
Heavy Metal Leg,,,,,,,3,,115,"Phys DR 4, Energy DR 3",12,
Heavy Metal Arm,,,,,,,3,,115,"Phys DR 4, Energy DR 3",12,
Metal Armor Material,,,,,,,,,,,,
Painted Metal,,,2,,,Repair,Common,Common x 3,10,"plus 1 Physical DR, 1 Energy DR",1,
Enameled Metal,,,3,Armorer 1,,Repair,Common,Common x 4 Uncommon x 2,20,"plus 2 Physical DR, 2 Energy DR",2,
Shadowed Metal,,,4,Armorer 1,,Repair,Uncommon,Common x 5 Uncommon x 3,25,"plus 2 Physical DR, 2 Energy DR, Shadowed",2,
Alloyed Metal,,,5,Armorer 1,,Repair,Uncommon,Common x 6 Uncommon x 4 Rare x 2,30,"plus 3 Physical DR, 3 Energy DR",3,
Polished Metal,,,6,Armorer 2,,Repair,Uncommon,Common x 7 Uncommon x 5 Rare x 3,40,"plus 4 Physical DR, 4 Energy DR",4,
Combat Armor,,,,,,,,,,,,
Combat Helmet,,,,,,,2,,25,"Phys DR 2, Energy DR 2",4,
Combat Chest Piece,,,,,,,2,,60,"Phys DR 2, Energy DR 2",8,
Combat Leg,,,,,,,2,,25,"Phys DR 2, Energy DR 2",2,
Combat Arm,,,,,,,2,,25,"Phys DR 2, Energy DR 2",2,
Sturdy Combat Helmet,,,,,,,3,,105,"Phys DR 3, Energy DR 3",5,
Sturdy Combat Chest Piece,,,,,,,3,,140,"Phys DR 3, Energy DR 3",12,
Sturdy Combat Leg,,,,,,,3,,105,"Phys DR 3, Energy DR 3",5,
Sturdy Combat Arm,,,,,,,3,,105,"Phys DR 3, Energy DR 3",5,
Heavy Combat Helmet,,,,,,,4,,185,"Phys DR 4, Energy DR 4",7,
Heavy Combat Chest Piece,,,,,,,4,,220,"Phys DR 4, Energy DR 4",16,
Heavy Combat Leg,,,,,,,4,,185,"Phys DR 4, Energy DR 4",7,
Heavy Combat Arm,,,,,,,4,,145,"Phys DR 4, Energy DR 4",7,
Combat Armor Material,,,,,,,,,,,,
Reinforced,,,3,,,Repair,Common,Common x 4 Uncommon x 2,15,"plus 1 Physical DR, 1 Energy DR",1,
Shadowed,,,4,Armorer 1,,Repair,Uncommon,Common x 5 Uncommon x 3,15,"plus 1 Physical DR, 1 Energy DR, Shadowed",1,
Fiberglass,,,5,Armorer 1,,Repair,Uncommon,Common x 6 Uncommon x 4 Rare x 2,30,"plus 2 Physical DR, 2 Energy DR",1,
Polymer,,,6,Armorer 1,,Repair,Uncommon,Common x 7 Uncommon x 5 Rare x 3,45,"plus 3 Physical DR, 3 Energy DR",2,
Synth Armor,,,,,,,,,,,,
Synth Helmet,,,,,,,3,,33,"Phys DR 2, Energy DR 3",3,
Synth Chest Piece,,,,,,,3,,75,"Phys DR 2, Energy DR 3",7,
Synth Leg,,,,,,,3,,30,"Phys DR 2, Energy DR 3",3,
Synth Arm,,,,,,,4,,30,"Phys DR 2, Energy DR 3",3,
Sturdy Synth Helmet,,,,,,,4,,70,"Phys DR 3, Energy DR 4",7,
Sturdy Synth Chest Piece,,,,,,,4,,125,"Phys DR 3, Energy DR 4",12,
Sturdy Synth Leg,,,,,,,4,,80,"Phys DR 3, Energy DR 4",7,
Sturdy Synth Arm,,,,,,,4,,70,"Phys DR 3, Energy DR 4",7,
Heavy Synth Helmet,,,,,,,5,,110,"Phys DR 4, Energy DR 5",10,
Heavy Synth Chest Piece,,,,,,,5,,175,"Phys DR 4, Energy DR 5",17,
Heavy Synth Leg,,,,,,,5,,130,"Phys DR 4, Energy DR 5",10,
Heavy Synth Arm,,,,,,,5,,110,"Phys DR 4, Energy DR 5",10,
Synth Armor Material,,,,,,,,,,,,
Laminated,,,4,,,Repair,Common,Common x 5 Uncommon x 3,5,"plus 1 Physical DR, 1 Energy DR",1,
Resin,,,5,Armorer 1,,Repair,Uncommon,Common x 6 Uncommon x 4 Rare x 2,10,"plus 2 Physical DR, 2 Energy DR",1,
Microcarbon,,,6,Armorer 1,,Repair,Uncommon,Common x 7 Uncommon x 5 Rare x 3,15,"plus 3 Physical DR, 3 Energy DR",2,
Nanofilament,,,7,Armorer 1,,Repair,Uncommon,Common x 8 Uncommon x 6 Rare x 4,20,"plus 4 Physical DR, 4 Energy DR",3,
Vault-Tec Security Armor,,,,,,,,,,,,
Vault-Tec Security Helmet,,,,,,,1,,20,Phys DR 2,2,
Vault-Tec Security Armor,,,,,,,1,,16,"Phys DR 2, Rad DR 2 (Applies to Arms, Legs, and Torso)",8,
Armor Mods,,,,,,,,,,,,
Lighter Build,,,2,,,Repair,Common,Common x 3,?5,"?Reduce weight of armor by 50% round down, minus 1 difficulty to Athletics tests",?,
Pocketed,,,2,,,Repair,Uncommon,Common x 3,?10,"?Select two carried items, you can pull them out and use them in 1 minor action",?,
Deep Pocketed,,,4,Armorer 2,,Repair,Uncommon,Common x 5 Uncommon x 3,?25,"?Select four carried items, you can pull them out and use them in 1 minor action",?,
Lead Lined,,,5,Armorer 2,Science! 1,Repair,Uncommon,Common x 6 Uncommon x 4 Rare x 2,?10,?plus 2 Radiation DR,?2,
Ultra-Light Build,,,5,Armorer 3,,Repair,Uncommon,Common x 6 Uncommon x 4 Rare x 2,?15,"?Reduce weight of armor by 75% round down, minus 1 difficulty to Athletics tests",?,
Padded (Torso Only),,,3,,,Repair,Common,Common x 4 Uncommon x 2,1,plus 2 all DR vs Blasts,4,
Asbestos Lining (Torso Only),,,4,Armorer 1,,Repair,Uncommon,Common x 5 Uncommon x 3,3,"plus 3 Energy DR, Ignore persistent Energy damage.",4,
Dense (Torso Only),,,6,Armorer 3,,Repair,Uncommon,Common x 7 Uncommon x 5 Rare x 3,7,plus 4 all DR vs Blasts,4,
BioCommMesh (Torso Only),,,7,Armorer 4,Science! 2,Repair,Uncommon,Common x 8 Uncommon x 6 Rare x 4,9,Chems last twice as long (see p. 164),2,
Pneumatic (Torso Only),,,6,Armorer 4,,Repair,Uncommon,Common x 7 Uncommon x 5 Rare x 3,9,Stun effects require 2+ effects against you,2,
Brawling (Arms Only),,,3,Armorer 1,,Repair,Uncommon,Common x 4 Uncommon x 2,1,Unarmed attacks plus 1 CD Damage,1,
Braced (Arms Only),,,3,Armorer 1,,Repair,Uncommon,Common x 4 Uncommon x 2,1,plus 2 all DR vs Melee,1,
Stabilized (Arms Only),,,4,Armorer 2,,Repair,Uncommon,Common x 5 Uncommon x 3,1,"when Aim used for ranged, plus 1 CD Damage",1,
Aerodynamic (Arms Only),,,5,Armorer 3,,Repair,Uncommon,Common x 6 Uncommon x 4 Rare x 2,1,Melee can spend up to 4 AP for bonus damage,,
Weighted (Arms Only),,,6,Armorer 4,,Repair,Uncommon,Common x 7 Uncommon x 5 Rare x 3,3,Melee and Unarmed gain Piercing 1,1,
Cushioned (Legs Only),,,3,Armorer 1,,Repair,Uncommon,Common x 4 Uncommon x 2,1,plus 2 Physical DR vs Falling Damage,,
Muffled (Legs Only),,,4,Armorer 2,,Repair,Uncommon,Common x 5 Uncommon x 3,2,Re-roll 1d20 on Stealth tests,,
Chems,,,,,,,,,,,,
Addictol,,,,,,,3,,125,"Removes all addictions, Instant",<1,
Antibiotics,,,4,Chemist,,Science,Uncommon3,Rare x2 Glowing Fungus x3 Purified Water x2 Stimpack x3,75,"Cures all illnesses, Instant",<1,
Berry Mentats,,,3,,,Science,Common3,Rare x1 Mentats x1 Tarberry x2,60,"Reduce difficulty of INT tests by 2 min 0, Addictive 2, Lasting",<1,
Buffjet,,,2,,,Science,Common4,Buffout x1 Jet x1,75,"Reduce dif of STR and END by 1 min0, +4 max HP, +3 AP, -1AP extra actions, Addictive 1, Brief",<1,
Buffout,,,,,,,2,,45,"Re-roll 1d20 on STR and END tests, +3 Max HP, Addictive 2, Lasting",<1,
Bufftats,,,2,,,Science,Common4,Buffout x1 Mentats x1,75,"Reduce dif of STR PER and END tests by 1 min 0 +4 Max HP, Addictive 1, Lasting",<1,
Calmex,,,,,,,4,,100,"Re-roll 1d20 on all PER and AGI tests, +2CD to Sneak Attacks, Addictive 1, Lasting",<1,
Daddy-O,,,,,,,2,,50,"Reduce dif of PER and INT tests by 1 min0 +1 dif to CHA, Addictive 1, Lasting",<1,
Day Tripper,,,,,,,3,,40,"Reduce dif of CHA and LCK tests by 1 min0 +1 dif to STR, Addictive 1, Lasting",<1,
Diluted Radaway,,,2,,,Science,Common1,Radaway x1 Purified Water x1,50,"Heals 2 Rad damage, Instant",<1,
Diluted Rad-X,,,2,,,Science,Common1,Rad-X x1 Purified Water x1,25,"plus 3 Radiation DR, Lasting",<1,
Diluted Stimpack,,,2,,,Science,Common1,Stimpack x1 Purified Water x1,30,"Heals 2 HP, Instant",<1,
Fury,,,2,Chemist,,Science,Uncommon4,Berserk Syringe x1 Buffout x1,30,"plus 3 Phys DR, +3CD melee, +2 Dif on PER tests, Addictive 1, Lasting",<1,
Glowing Blood Pack,,,3,,,Science,Common3,Rare x1 Blood Pack x1 Irradiated Blood x1,30,"Heals 4 HP, +5 Radiation DR, ?Lasting",<1,
Grape Mentats,,,3,,,Science,Common3,Hubflower x2 Mentats x1 Whiskey x1,60,"Reduce dif of CHA tests by 2 min0, Re-roll 1d20 on barter, Addictive 2, Lasting",<1,
Healing Salve,,,,,,,1,,20,"Heals 2 HP, Instant",<1,
Jet,,,2,,,Science,Common2,Uncommon x2 Common x1,50,"Extra Actions cost -1 AP, Addictive 2, Brief",<1,
Jet fuel,,,2,Chemist,,Science,Uncommon3,Flamer Fuel x5 Jet x1,60,"gain 1 AP at start of each turn, Addictive 1, Lasting",<1,
Med-X,,,,,,,2,,50,"plus 3 Phys DR, Addictive 2, Lasting",<1,
Mentats,,,3,,,Science,Common2,Abraxo x1 Brain Fungus x2 Uncommon x1,50,"Re-roll 1d20 on PER and INT tests, Addictive 3, Lasting",<1,
Orange Mentats,,,3,,,Science,Common3,Uncommon x1 Carrot x3 Mentats x1,60,"Reduce dif of PER tests by 2 min0, Aim gains re-roll +1 D20, Addictive 2, Lasting",<1,
Overdrive,,,3,Chemist,,Science,Uncommon3,Rare x2 Nuka-Cola x1 Psycho x1,55,"plus 3 CD on attacks, Re-roll up to 3CD per damage roll, Addictive 1, Lasting",<1,
Psycho,,,4,,,Science,Common2,Rare x2 Hubflower x2 Stimpack x1,50,"plus 2 CD on attacks, +3 Phys DR, Addictive 2, Lasting",<1,
Psycho Jet,,,2,,,Science,Common4,Jet x1 Psycho x1,70,"plus 2 CD on attacks, +4 Phys DR, +4 AP, Addictive 2, Lasting",<1,
Psycho Buff,,,2,,,Science,Common4,Buffout x1 Psycho x1,70,"plus 2 CD on attacks, +4 max HP, reduce dif on STR and END by 1 min0, Addictive 1, Lasting",<1,
Psychotats,,,,,,,4,,70,"plus 2 CD on attacks, +2 Phys DR, reduce dif on PER by 1 min0, Addictive 1, Lasting",<1,
Rad-X,,,,,,,2,,40,"plus 6 Radiation DR, Lasting",<1,
Radaway,,,4,,,Science,Common2,Rare x2 Glowing Fungus x3 Common x1 Purified Water x1,80,"Heals 4 Radiation Damage, Instant",<1,
Refreshing Beverage,,,5,,,Science,Common,Rare x3 Blood Pack x1 Purified Water x2 Radaway x2 Stimpack x1,110,"Heals 10 Radiation Damage, Cures all addictions, Heals 11 HP, Instant",<1,
Robot Repair Kit,,,4,,,Science,Common2,Rare x2 Fusion Cell x4 Uncommon x2 Common x1,48,"Heal 4 HP to Robot or Power Armor, Instant",<1,
Skeeto Spit,,,4,,,Science,Common2,Blood Sac x1 Bloodleaf x1 Uncommon x1 Common x1,40,"plus 2 Max HP, Lasting",<1,
Stealth Boy,,,,,,,3,,100,"Invisibility 3 turns +2 dif to see, +2 Defense (see page 171)",1,
Stimpack,,,3,,,Science,Common2,Antiseptic x2 Blood Pack x1 Common x1,50,"Heals 4 HP, Instant",<1,
Super Stimpack,,,,,,,4,,90,"Heals 8 HP, Instant",<1,
Stimpack Diffuser,,,,,,,5,,200,"Heals 4 HP to all in Close Range, Instant",<1,
Ultra Jet,,,4,Chemist,,Science,Uncommon2,Bloodleaf x1 Uncommon x1 Jet x1 Common x2,67,"Gain 6 AP, Extra Actions -1AP, Addictive 3, Brief",<1,
X-Cell,,,,,,,4,,60,"First D20 bought on any action is free, Addictive 1, Lasting",<1,
Syringer Ammo,,,,,,,,,,,,
Berserk,,,4,,,Science,Common,Uncommon x1 Bourbon x1 Dirty Water x1 Common x1,50,Attacks nearest FoF for Scene,,Syringer
Bleed-Out,,,3,,,Science,Common,Uncommon x2 Common x1,17,Gains Persistent Effect,,Syringer
Bloatfly Larva,,,3,,,Science,Common,Bloatfly Gland x1 Uncommon x1 Psycho x1,10,Spawns Bloatfly on death,,Syringer
Endangerol,,,4,,,Science,Common,Uncommon x3 Med-X x1,60,Physical resist -2 for Scene,,Syringer
Lock Joint,,,5,,,Science,Common,Dirty Water x1 Uncommon x2 Common x1 Stingwing Barb x1 Tarberrry x2,40,Gains Stun Effect,,Syringer
Mind Cloud,,,4,,,Science,Common,Abraxo x1 Asbestos x2 Uncommon x1 Purified Water x1,73,Plus 2 perception difficulty 1 round per effect,,Syringer
Pax,,,3,,,Science,Common,Mutfruit x2 Nuka-Cola x1 Common x1,39,No Hostile or Aggresive Actions 1 round per effect,,Syringer
Radscorpion Venom,,,3,,,Science,Common,Uncommon x1 Radscorpion Stinger x1 Common x1,65,"Adds 1 CD damage, Gains Persistent Poison Effect",,Syringer
Yellow Belly,,,4,,,Science,Common,Uncommon x5,55,Must move away from party every turn 1 round per effect,,Syringer
Konk-Out,,,4,Chemist,,Science,Uncommon,Calmex x1 Purified Water x1 Common x2 Uncommon x3,68,Must test END/Survival difficulty equal to number of effect results or fall asleep,,Syringer
Explosives,,,,,,,,,,,,
Baseball Grenade,,,5,Demolition Expert,,Explosives,Uncommon1,Common x3 Uncommon x2,40,"5CD Physical, Blast, Thrown M",1,
Frag Grenade,,,5,Demolition Expert,,Explosives,Uncommon2,Common x2 Uncommon x3,50,"6CD Physical, Blast, Thrown M",<1,
Molotov Cocktail,,,4,,,Explosives,Common1,Common x3 Uncommon x2,20,"4CD Energy, Blast, Thrown M, Persistent",1,
Plasma Grenade,,,5,Demolition Expert,Science! 3,Explosives,Uncommon3,Uncommon x3 Rare x2,135,"9CD Energy, Blast, Thrown M",<1,
Pulse Grenade,,,5,Demolition Expert,Science! 2,Explosives,Uncommon3,Uncommon x3 Rare x2,100,"6CD Energy, Blast, Thrown M, Stun",<1,
Nuka Grenade,,,?5,?Demolition Expert,?Science! 3,?Explosives,?Rare4,"?Nuka-Cola Quantum x1, Uncommon x3, Rare x1",100,"9CD Energy, Blast, Thrown M, Breaker, Radioactive, Vicious",1,
Bottlecap Mine,,,5,Demolition Expert,,Explosives,Uncommon2,Common x4 Uncommon x1,75,"6CD Physical, Blast, Mine",1,
Frag Mine,,,5,Demolition Expert,,Explosives,Uncommon2,Common x2 Uncommon x3,50,"6CD Physical, Blast, Mine",1,
Plasma Mine,,,5,Demolition Expert,Science! 3,Explosives,Uncommon3,Uncommon x3 Rare x2,135,"9CD Energy, Blast, ?Mine",<1,
Pulse Mine,,,5,Demolition Expert,Science! 2,Explosives,Uncommon3,Uncommon x3 Rare x2,100,"6CD Energy, Blast, ?Mine, Stun",<1,
Nuka Mine,,,?5,?Demolition Expert,?Science! 3,?Explosives,?Rare4,"?Nuka-Cola Quantum x1, Uncommon x3, Rare x1",100,"9CD Energy, Blast, ?Mine, Breaker, Radioactive, Vicious",1,
Cooking,,,,,,,,,,,,
Cooking Station,,,2,,,Survival,Common,Common x 3,,Allows you to do cooking actions,,
Beverage,,,,,,,,,,"Alcoholic = re-roll 1d20 on STR and CHA, increase dif of INT by 1, Addictive 1, Lasting",,
Beer,,,,,,,1,,5,Alcoholic,1,
Blood Pack,,,,,,,2,,10,heal 3 HP,<1,
Bourbon,,,,,,,2,,7,"Alcoholic, re-roll 1d20 on END tests Lasting",1,
Brahmin Milk,,,,,,,2,,15,"heal 1 HP, heal 2 Rad damage",<1,
Dirty Wastelander,,,3,,,Survival,Rare3,Mutfruit x1 Nuka-Cola x1 Whiskey x2,10,"Alcoholic, reduce dif of all STR tests by 1, increase dif of all INT tests by 2 total, Lasting",1,
Dirty Water,,,,,,,0,,5,"heal 2 HP, 1CD irradiated",<1,
Glowing Blood Pack,,,3,,,Science,Common3,Rare x1 Blood Pack x1 Irradiated Blood x1,30,"heal 4 HP, +5 Radiation DR, Lasting",<1,
Irradiated Blood,,,,,,,2,,50,"heal 3 HP, 2CD irradiated",<1,
Melon Juice,,,2,,,Survival,Common2,Purified Water x1 Melon x1,6,"heal 3 HP, heal 1 HP at start of each turn, Lasting",<1,
Moonshine,,,,,,,3,,30,"Alcoholic, +2 Max HP, Lasting",<1,
Mutfruit Juice,,,2,,,Survival,Common2,Purified Water x1 Mutfruit x1,8,"heal 3 HP, re-roll 1d20 on all AGI tests, Lasting",<1,
Nuka-Cherry,,,,,,,3,,40,"heal 3 HP, gain 2 AP, 1CD irradiated",1,
Nuka-Cola,,,,,,,2,,20,"heal 2 HP, gain 1 AP, 1CD irradiated",1,
Nuka-Cola Quantum,,,,,,,5,,50,"heal 10 HP, gain 5 AP, 1 CD irradiated",1,
Purified Water,,,3,,,Survival,Common1,Dirty Water x3,20,heal 3 HP,<1,
Refreshing Beverage,,,5,,,Science,Common5,Rare x3 Blood Pack x1 Purified Water x2 Radaway x2 Stimpack x1,110,"heal 10 Radiation Damage, Cures all addictions, heal 11 HP, Instant",<1,
Rum,,,,,,,2,,8,"Alcoholic, re-roll 1d20 on AGI tests, Lasting",1,
Tarberry Juice,,,2,,,Survival,Common4,Purified Water x1 Tarberry x1,5,"heal 3 HP, gain 6 AP",<1,
Tato Juice,,,2,,,Survival,Common3,Purified Water x1 Tato x1,7,"heal 3 HP, group AP pool +1 max, Lasting",<1,
Vodka,,,,,,,3,,5,"heal 2 HP, Alcoholic",1,
Whiskey,,,,,,,3,,5,"Alcoholic, Re-roll up to two d20 on STR tests in total, Lasting",1,
Wine,,,,,,,3,,5,"Alcoholic, gain 1 AP",1,
Food,,,,,,,,,,,,
Baked Bloatfly,,,1,,,Survival,Common1,Bloatfly Meat x2,15,"heal 6 HP, plus 2 Rad DR ?until end of next scene",<1,
BlamCo Brand Mac and Cheese,,,,,,,1,,10,"heal 4 HP, 1CD irradiated",<1,
Bloatfly Meat,,,,,,,0,,8,"heal 2 HP, 1CD irradiated",<1,
Bloodbug Meat,,,,,,,1,,8,"heal 7 HP, 1CD irradiated",<1,
Bloodbug Steak,,,1,,,Survival,Common2,Bloodbug Meat x1,18,"heal 10 HP, Max HP+3 till end of next scene",<1,
Brahmin Meat,,,,,,,1,,28,"heal 3 HP, 1CD irradiated",1,
Brain Fungus,,,,,,,1,,6,"heal 3 HP, 1CD irradiated",<1,
Canned Dog Food,,,,,,,0,,6,"heal 3 HP, 1CD irradiated",<1,
Carrot,,,,,,,1,,3,"heal 3 HP, 1CD irradiated",<1,
